Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per Week,Native Country,Salary
25, Private, HS-grad, Divorced, Other, Not-in-family, White, Female,40, Mexico, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,42, United-States, <=50K
49, Private, Didnt-grad-HS, Widowed, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
23, Private, Bachelors, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
59, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
50, Private, Bachelors, Married, Transport-moving, Husband, White, Male,70, United-States, >50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,45, Mexico, <=50K
52, Private, Masters, Married, Tech-support, Husband, White, Male,45, United-States, <=50K
37, Self-employed, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
30, Self-employed, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
39, Self-employed, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,60, United-States, <=50K
54, Government, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,42, United-States, <=50K
52, Private, HS-grad, Married, Sales, Husband, White, Male,45, United-States, >50K
22, Government, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,56, United-States, <=50K
19, Other, Bachelors, Never-married, Other, Own-child, White, Male,25, United-States, <=50K
65, Private, HS-grad, Married, Sales, Husband, White, Male,10, United-States, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
25, Private, Didnt-grad-HS, Never-married, Machine-op-inspct, Unmarried, White, Male,40, El-Salvador, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
47, Private, Assoc-voc, Never-married, Other, Not-in-family, White, Female,55, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,98, United-States, <=50K
63, Government, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,60, United-States, >50K
48, Private, Didnt-grad-HS, Never-married, Priv-house-serv, Unmarried, White, Female,35, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,50, United-States, <=50K
28, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other, Own-child, Black, Male,12, United-States, <=50K
57, Self-employed, Prof-school, Married, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, India, >50K
64, Government, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,50, United-States, >50K
28, Private, Didnt-grad-HS, Married, Sales, Other-relative, White, Male,40, United-States, <=50K
34, Private, Bachelors, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
38, Self-employed, Didnt-grad-HS, Married, Exec-managerial, Husband, White, Male,45, United-States, >50K
44, Private, Assoc-acdm, Married, Farming-fishing, Husband, White, Male,60, United-States, >50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,20, United-States, <=50K
18, Private, HS-grad, Married, Craft-repair, Husband, White, Male,25, United-States, <=50K
36, Private, Didnt-grad-HS, Married, Craft-repair, Husband, Other, Male,40, United-States, <=50K
73, Self-employed, HS-grad, Married, Farming-fishing, Husband, Asian-Pac-Islander, Male,40, Vietnam, <=50K
24, Private, HS-grad, Never-married, Other, Own-child, White, Male,40, Mexico, <=50K
29, Government, Bachelors, Married, Exec-managerial, Husband, Black, Male,40, United-States, >50K
33, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, <=50K
57, Government, HS-grad, Separated, Adm-clerical, Other-relative, Black, Female,35, United-States, <=50K
41, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,40, ?, <=50K
55, Private, Didnt-grad-HS, Widowed, Transport-moving, Not-in-family, Black, Female,35, United-States, <=50K
21, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
36, Self-employed, Masters, Married, Prof-specialty, Husband, White, Male,45, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,50, United-States, <=50K
32, Other, Bachelors, Married, Other, Wife, White, Female,20, United-States, >50K
40, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
32, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other, Own-child, White, Female,40, United-States, <=50K
59, Government, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,40, United-States, <=50K
29, Self-employed, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,48, United-States, <=50K
59, Self-employed, Masters, Married, Exec-managerial, Husband, White, Male,80, United-States, >50K
58, Private, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
47, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,45, United-States, <=50K
31, Private, HS-grad, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
42, Self-employed, HS-grad, Married, Craft-repair, Husband, White, Male,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other, Own-child, White, Male,25, United-States, <=50K
66, Private, HS-grad, Married, Sales, Husband, White, Male,50, United-States, <=50K
41, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,30, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Female,30, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
36, Self-employed, HS-grad, Separated, Other, Not-in-family, White, Female,16, United-States, <=50K
75, Other, Doctorate, Never-married, Other, Not-in-family, White, Male,40, United-States, <=50K
41, Government, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,36, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
60, Private, HS-grad, Married, Other, Husband, White, Male,40, United-States, <=50K
24, Private, Didnt-grad-HS, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
25, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
52, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,45, Germany, <=50K
37, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
55, Self-employed, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,30, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Black, Female,24, United-States, <=50K
32, Private, Didnt-grad-HS, Never-married, Priv-house-serv, Not-in-family, White, Female,15, Mexico, <=50K
18, Private, HS-grad, Never-married, Other, Own-child, White, Male,35, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
33, Government, Bachelors, Married, Protective-serv, Husband, White, Male,45, United-States, <=50K
76, Other, Bachelors, Widowed, Other, Unmarried, White, Female,40, United-States, <=50K
57, Government, Masters, Married, Protective-serv, Husband, White, Male,14, United-States, >50K
53, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,38, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
50, Government, Prof-school, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
40, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female,60, United-States, <=50K
26, Other, Didnt-grad-HS, Separated, Other, Not-in-family, White, Male,40, United-States, <=50K
47, Self-employed, HS-grad, Married, Sales, Husband, White, Male,55, United-States, <=50K
39, Government, Assoc-voc, Married, Prof-specialty, Husband, White, Male,50, United-States, <=50K
49, Government, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
28, Self-employed, Bachelors, Married, Prof-specialty, Husband, White, Male,7, United-States, <=50K
33, Other, Bachelors, Married, Other, Wife, Black, Female,30, United-States, <=50K
50, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
28, Private, Didnt-grad-HS, Never-married, Transport-moving, Own-child, White, Male,50, United-States, <=50K
30, Private, HS-grad, Married, Sales, Husband, White, Male,40, United-States, <=50K
47, Private, Masters, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
39, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
37, Private, HS-grad, Married, Sales, Husband, White, Male,50, United-States, <=50K
50, Private, HS-grad, Married, Sales, Husband, White, Male,80, United-States, <=50K
37, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
26, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
55, Private, Assoc-voc, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
46, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
32, Private, HS-grad, Married, Sales, Husband, White, Male,60, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, >50K
32, Private, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
43, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,40, United-States, <=50K
19, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,40, El-Salvador, <=50K
38, Private, HS-grad, Divorced, Other, Not-in-family, White, Female,75, United-States, <=50K
38, Private, Didnt-grad-HS, Married, Sales, Husband, White, Male,40, Mexico, <=50K
65, Private, Assoc-voc, Married, Adm-clerical, Wife, White, Female,40, United-States, <=50K
70, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
48, Other, HS-grad, Widowed, Other, Unmarried, White, Female,25, United-States, <=50K
44, Private, Bachelors, Separated, Machine-op-inspct, Unmarried, Black, Female,7, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K
30, Government, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,40, United-States, <=50K
49, Government, Assoc-acdm, Married, Adm-clerical, Husband, White, Male,60, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
25, Private, Bachelors, Married, Handlers-cleaners, Husband, White, Male,16, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,15, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
43, Government, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,60, United-States, <=50K
38, Private, HS-grad, Married, Craft-repair, Husband, White, Male,50, United-States, <=50K
42, Private, Masters, Married, Prof-specialty, Husband, White, Male,60, United-States, <=50K
33, Government, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,38, United-States, <=50K
30, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
30, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
26, Private, HS-grad, Married, Tech-support, Husband, White, Male,40, United-States, <=50K
43, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
30, Private, HS-grad, Married, Other, Wife, White, Female,45, United-States, <=50K
38, Private, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
48, Private, Masters, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
57, Private, Bachelors, Married, Sales, Husband, White, Male,55, United-States, >50K
30, Private, HS-grad, Married, Sales, Wife, White, Female,30, United-States, <=50K
42, Government, Masters, Separated, Exec-managerial, Unmarried, Black, Male,45, United-States, >50K
31, Self-employed, HS-grad, Married, Exec-managerial, Husband, White, Male,70, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
28, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
63, Private, HS-grad, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
32, Private, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,12, United-States, <=50K
51, Self-employed, Masters, Married, Prof-specialty, Wife, White, Female,30, United-States, >50K
36, Private, Bachelors, Never-married, Other, Not-in-family, White, Male,20, ?, <=50K
